Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,,,Attend.,Arena,Notes
"Fri, Mar 31, 2023",7:00p,Toronto Raptors,110,Philadelphia 76ers,117,Box Score,,20993.0,Wells Fargo Center,
"Fri, Mar 31, 2023",7:00p,Orlando Magic,116,Washington Wizards,109,Box Score,,16411.0,Capital One Arena,
"Fri, Mar 31, 2023",7:30p,Utah Jazz,114,Boston Celtics,122,Box Score,,19156.0,TD Garden,
"Fri, Mar 31, 2023",7:30p,Atlanta Hawks,107,Brooklyn Nets,124,Box Score,,17849.0,Barclays Center,
"Fri, Mar 31, 2023",7:30p,New York Knicks,130,Cleveland Cavaliers,116,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
"Fri, Mar 31, 2023",8:00p,Detroit Pistons,115,Houston Rockets,121,Box Score,,15844.0,Toyota Center,
"Fri, Mar 31, 2023",8:00p,Los Angeles Clippers,94,Memphis Grizzlies,108,Box Score,,16376.0,FedEx Forum,
"Fri, Mar 31, 2023",8:00p,Los Angeles Lakers,123,Minnesota Timberwolves,111,Box Score,,18978.0,Target Center,
"Fri, Mar 31, 2023",10:00p,San Antonio Spurs,115,Golden State Warriors,130,Box Score,,18064.0,Chase Center,
"Fri, Mar 31, 2023",10:00p,Sacramento Kings,138,Portland Trail Blazers,114,Box Score,,18389.0,Moda Center,
"Fri, Mar 31, 2023",10:30p,Denver Nuggets,93,Phoenix Suns,100,Box Score,,17071.0,Footprint Center,
